day,mont,year,credited,debited,type,week_day,perc_remain
15,4,2022,799401.735,207777.3615,P,5,0.740083925
16,4,2022,7336660.24,5590135.79,N,6,0.238054427
17,4,2022,119986.3898,-65766.70862,N,7,1.548118072
18,4,2022,14251539.96,11774952.54,N,1,0.173776829
19,4,2022,11076749.95,8537007.593,N,2,0.22928588
20,4,2022,11697422.93,9325718.329,N,3,0.202754454
21,4,2022,11078317,8888713.317,N,4,0.197647683
22,4,2022,11306493.74,8832313.136,N,5,0.218828283
23,4,2022,355947.8781,-53097.65474,N,6,1.149172556
24,4,2022,93903.75079,-77488.01757,N,7,1.825185543
25,4,2022,14383454.28,11537365.85,N,1,0.197872387
26,4,2022,11336508.69,9001052.248,N,2,0.206011966
27,4,2022,10781456.57,8455412.74,N,3,0.215744859
28,4,2022,13492005.38,10758510.75,N,4,0.202601063
29,4,2022,18097895.48,14138085.3,N,5,0.218799483
30,4,2022,5980074.062,3301454.452,P,6,0.447924153
1,5,2022,127512.703,-140324.1721,N,7,2.100472101
2,5,2022,14117445.38,10861285.38,N,1,0.230647961
3,5,2022,614003.8781,46439.51738,N,2,0.924366085
4,5,2022,12160070.99,9411081.483,N,3,0.226066896
5,5,2022,12543572.14,9902700.276,N,4,0.210535869
6,5,2022,13031532.37,10070201.21,N,5,0.22724351
7,5,2022,3935425.081,2183489.846,N,6,0.445170521
8,5,2022,111282.5172,-81640.77264,N,7,1.733635208
9,5,2022,11893467.31,9548075.217,N,1,0.197200029
10,5,2022,11962335.56,9535277.981,N,2,0.202891615
11,5,2022,10821837.26,8590118.112,N,3,0.206223684
12,5,2022,12917290.18,10109301.15,N,4,0.217382205
13,5,2022,14366837.43,11428452.56,N,5,0.204525518
14,5,2022,358488.8033,-90861.6854,N,6,1.253457527
15,5,2022,98611.73269,-67488.2014,P,7,1.684383081
16,5,2022,3138273.726,1589066.323,N,1,0.493649547
17,5,2022,15193040.99,12560613.93,N,2,0.173265316
18,5,2022,11551222.61,9187919.562,N,3,0.204593325
19,5,2022,12277293.64,9883979.879,N,4,0.194938219
20,5,2022,11917549.23,9558878.786,N,5,0.197915729
21,5,2022,3411538.667,2100101.668,N,6,0.384412175
22,5,2022,98819.35019,-72857.97912,N,7,1.73728454
23,5,2022,11504626.78,9248181.133,N,1,0.196133754
24,5,2022,10574029.09,8364954.771,N,2,0.208915098
25,5,2022,12478318.75,10119708.12,N,3,0.1890167
26,5,2022,10958106.38,8621589.31,N,4,0.213222704
27,5,2022,12622451.77,10025904.89,N,5,0.2057086
28,5,2022,350234.7417,-61300.11552,N,6,1.175025799
29,5,2022,233910.7358,-210951.9031,N,7,1.901847888
30,5,2022,13835774.36,10615949.61,N,1,0.232717351
31,5,2022,17079547.56,12805472.2,P,2,0.250245233
1,6,2022,12753884.15,9412501.881,N,3,0.261989385
2,6,2022,11630622.08,8994837.045,N,4,0.226624597
3,6,2022,11539119.14,9012232.471,N,5,0.218984364
4,6,2022,3647115.3,2109291.894,N,6,0.421654727
5,6,2022,112156.0402,-94605.54357,N,7,1.843517152
6,6,2022,14212445.4,11312981.83,N,1,0.204008774
7,6,2022,11120456.56,8520768.657,N,2,0.233775285
8,6,2022,10536890.52,8201461.81,N,3,0.221643065
9,6,2022,10053922.5,7730270.645,N,4,0.231118935
10,6,2022,14347014.43,11544875.12,N,5,0.195311668
11,6,2022,333647.8119,-83717.07671,N,6,1.250914508
12,6,2022,98297.74579,-77345.9794,N,7,1.78685405
13,6,2022,13339929.17,10576619.42,N,1,0.207145759
14,6,2022,10941847.5,8560300.443,N,2,0.21765493
15,6,2022,13586773.44,11105947.02,P,3,0.182591285
16,6,2022,10541214.75,8219849.569,N,4,0.220217995
17,6,2022,12267912.27,9717193.845,N,5,0.207917889
18,6,2022,3790814.2,2396158.048,N,6,0.367904117
19,6,2022,95836.2316,-91285.87257,N,7,1.952519429
20,6,2022,12447868.68,10052961.88,N,1,0.192394928
21,6,2022,11295942.73,8936268.198,N,2,0.208895759
22,6,2022,10709388.52,8628872.543,N,3,0.194270287
23,6,2022,10682885.43,8515751.236,N,4,0.20286038
24,6,2022,12954112.05,9992832.738,N,5,0.22859763
25,6,2022,349580.8357,-54646.21719,N,6,1.156319259
26,6,2022,94311.53033,-77569.011,N,7,1.822476432
27,6,2022,14881536.22,11827660.43,N,1,0.205212402
28,6,2022,15379155.76,12422978.73,N,2,0.192219721
29,6,2022,17609095.13,14825492.17,N,3,0.15807757
30,6,2022,22837974.64,17385839.43,P,4,0.238731117
1,7,2022,17358922.88,13702990.89,N,5,0.210608228
2,7,2022,4461920.395,2680292.305,N,6,0.399296252
3,7,2022,113101.6413,-113266.4373,N,7,2.001457061
4,7,2022,12577337.56,10082635.71,N,1,0.198348962
5,7,2022,10960777.57,8425172.702,N,2,0.231334397
6,7,2022,11520104.49,8842266.224,N,3,0.23244913
7,7,2022,12285517.36,9586181.281,N,4,0.219716923
8,7,2022,11764092.7,8594435.698,N,5,0.269434888
9,7,2022,336573.5883,-92409.63919,N,6,1.274559985
10,7,2022,94738.06776,-106430.6968,N,7,2.123420599
11,7,2022,12678465.94,10046580.14,N,1,0.207587086
12,7,2022,9924709.4,7650618.164,N,2,0.229134289
13,7,2022,9994698.645,7709657.819,N,3,0.228625285
14,7,2022,10661775.87,8378105.574,N,4,0.2141923
15,7,2022,13678171.84,11092084.81,P,5,0.189066716
16,7,2022,3576912.181,2154004.91,N,6,0.397803245
17,7,2022,98219.61648,-81992.7475,N,7,1.834789938
18,7,2022,13131072.82,10810016.72,N,1,0.176760584
19,7,2022,10070711.59,7750305.845,N,2,0.2304113
20,7,2022,11368855.75,9011762.726,N,3,0.207328959
21,7,2022,11448995.42,9047457.169,N,4,0.209759736
22,7,2022,12599615.91,10237164.21,N,5,0.187501882
23,7,2022,321702.8514,-75833.86157,N,6,1.23572642
24,7,2022,86094.83243,-77059.64569,N,7,1.895055412
25,7,2022,13205974.55,10481487.14,N,1,0.206307183
26,7,2022,11380620.97,9162668.293,N,2,0.194888546
27,7,2022,11259105.17,8892037.471,N,3,0.210235864
28,7,2022,13763213.66,10972504.43,N,4,0.202765815
29,7,2022,18219404.81,14244063.83,N,5,0.218192692
30,7,2022,5929066.486,3590982.714,N,6,0.394342647
31,7,2022,163803.5415,-120252.2419,P,7,1.734124798
1,8,2022,14207142.6,10782971.35,N,1,0.241017589
2,8,2022,11696631.04,9160878.419,N,2,0.216793418
3,8,2022,10723842.25,8376743.864,N,3,0.218867299
4,8,2022,10085788.5,7508178.9,N,4,0.255568476
5,8,2022,12811414.52,10172372.18,N,5,0.205991488
6,8,2022,4880784.833,3007939.01,N,6,0.38371817
7,8,2022,116400.7086,-116699.8092,N,7,2.002569577
8,8,2022,15552385.5,13141176.84,N,1,0.155037866
9,8,2022,1417658.354,220080.6713,N,2,0.84475761
10,8,2022,13965379.09,11016672.32,N,3,0.211144055
11,8,2022,12262008.23,10064034.9,N,4,0.179250682
12,8,2022,13986817.81,11449721.78,N,5,0.181391941
13,8,2022,346834.7736,-52706.02124,N,6,1.151962909
14,8,2022,97294.40224,-83385.6486,N,7,1.857044667
15,8,2022,131700.4216,-135918.0323,P,1,2.032024277
16,8,2022,4910948.012,2668383.993,N,2,0.456645848
17,8,2022,18492539.69,14956538.59,N,3,0.191212303
18,8,2022,14672700.1,12012220.76,N,4,0.181321729
19,8,2022,11158655.75,9396150.262,N,5,0.157949624
20,8,2022,3972008.726,2552181.626,N,6,0.357458203
21,8,2022,115166.2098,-74283.63055,N,7,1.645012375
22,8,2022,12734676.53,10326029.69,N,1,0.189140795
23,8,2022,10944405.53,8514050.748,N,2,0.222063663
24,8,2022,11459761.62,9226003.371,N,3,0.194921877
25,8,2022,12854668.4,10186304.01,N,4,0.207579403
26,8,2022,13672834.85,10867413.1,N,5,0.205182157
27,8,2022,398470.5774,-41874.34205,N,6,1.105087664
28,8,2022,105221.429,-93236.62486,N,7,1.886099208
29,8,2022,17234953.47,13785709.73,N,1,0.200130726
30,8,2022,20079004.19,15709553.13,N,2,0.217612936
31,8,2022,2663871.126,590692.5731,P,3,0.778257827
1,9,2022,14602698.84,11069162.93,N,4,0.241978277
2,9,2022,13712436.22,11113334.94,N,5,0.189543363
3,9,2022,3934758.424,2294269.19,N,6,0.416922478
4,9,2022,130409.2103,-100045.7606,N,7,1.767167905
5,9,2022,11569774.42,9079119.148,N,1,0.215272587
6,9,2022,13135996.92,10402769.69,N,2,0.20807155
7,9,2022,11185593.24,8699990.738,N,3,0.222214633
8,9,2022,11326404.55,8795252.102,N,4,0.223473604
9,9,2022,13269265.68,10851752.2,N,5,0.182188942
10,9,2022,372359.7514,-78461.37055,N,6,1.210713887
11,9,2022,96834.33905,-116330.9994,N,7,2.201340356
12,9,2022,14127370.17,11133276.66,N,1,0.211935659
13,9,2022,12262691.17,9849539.743,N,2,0.196788078
14,9,2022,11919371.38,8971264.31,N,3,0.247337462
15,9,2022,14976058.54,12169290.45,P,4,0.187417008
16,9,2022,13895408.71,11473350.9,N,5,0.174306338
17,9,2022,3435157.424,2105545.846,N,6,0.387059867
18,9,2022,116310.5028,-81480.51148,N,7,1.700543025
19,9,2022,15261877.96,12699685.42,N,1,0.167881865
20,9,2022,15179322.81,12720320.3,N,2,0.161996852
21,9,2022,12398874.97,10114623.97,N,3,0.184230505
22,9,2022,13725946.1,11085720.35,N,4,0.192352916
23,9,2022,15778285.53,13025361.79,N,5,0.174475467
24,9,2022,386065.916,-83148.13755,N,6,1.215372904
25,9,2022,109711.0348,-91664.87888,N,7,1.835511934
26,9,2022,17582722.37,13130098.61,N,1,0.253238587
27,9,2022,15491075.28,12409266.96,N,2,0.198940891
28,9,2022,16342967.73,13253395.1,N,3,0.189045997
29,9,2022,17422072.17,13841931.83,N,4,0.205494519
30,9,2022,24576872.07,18994339.65,P,5,0.227145766
1,10,2022,7218955.388,4230060.226,N,6,0.414034303
2,10,2022,157930.7766,-140766.85,N,7,1.891319938
3,10,2022,18155967.21,15161961.46,N,1,0.164904778
4,10,2022,12061581.87,9863429.593,N,2,0.182244112
5,10,2022,407688.2371,-87730.90876,N,3,1.21519117
6,10,2022,15721066.49,12292995.1,N,4,0.218055905
7,10,2022,15012403.14,11783179.66,N,5,0.215103701
8,10,2022,486823.8238,-356515.4121,N,6,1.732329427
9,10,2022,121730.3024,-170875.1276,N,7,2.403718912
10,10,2022,14476897.56,11428910.63,N,1,0.210541445
11,10,2022,11615475.69,8893050.524,N,2,0.234379137
12,10,2022,11984608.37,9443543.35,N,3,0.212027372
13,10,2022,10543762.28,7936066.017,N,4,0.247321231
14,10,2022,14899920.58,12322433.7,N,5,0.172986618
15,10,2022,4964707.96,3277232.952,P,6,0.339894113
16,10,2022,146730.4702,-111556.0881,N,7,1.760278952
17,10,2022,13480551.32,10850034.22,N,1,0.195134237
18,10,2022,12475242.95,9810216.381,N,2,0.213625224
19,10,2022,11582397.49,8762697.586,N,3,0.243446999
20,10,2022,12611583.12,9282902.74,N,4,0.263938345
21,10,2022,16761992.79,12788538.23,N,5,0.237051442
22,10,2022,496506.2062,-165995.1069,N,6,1.334326348
23,10,2022,161553.9774,-121626.5503,N,7,1.752853952
24,10,2022,468659.854,-1235.224931,N,1,1.002635653
25,10,2022,13067087.38,10627615.12,N,2,0.186688294
26,10,2022,2628679.236,1304660.91,N,3,0.503681966
27,10,2022,15228819.26,12804477.89,N,4,0.15919431
28,10,2022,14992121.29,11939643.14,N,5,0.203605487
29,10,2022,4432157.169,2734434.455,N,6,0.383046596
30,10,2022,154984.2904,-97532.98712,N,7,1.62930886
31,10,2022,18511815,13821696.96,P,1,0.253358087
1,11,2022,12446628.75,9108280.183,N,2,0.268213075
2,11,2022,11790601.36,9215377.098,N,3,0.21841331
3,11,2022,11533352.76,9120912.3,N,4,0.209170786
4,11,2022,11973156.77,9058899.981,N,5,0.2433992
5,11,2022,4833907.093,2984888.964,N,6,0.382510068
6,11,2022,137418.4839,-126108.1559,N,7,1.917694275
7,11,2022,14018578.49,11177058.17,N,1,0.202696751
8,11,2022,1845130.934,602861.7893,N,2,0.67326883
9,11,2022,13461400.78,10869032.18,N,3,0.192577922
10,11,2022,13988703.53,11040165.2,N,4,0.210779957
11,11,2022,12432270.82,9825473.755,N,5,0.209679881
12,11,2022,375015.4514,-93894.85893,N,6,1.250375974
13,11,2022,112950.2825,-83403.19138,N,7,1.738406222
14,11,2022,15144647.99,12292143.99,N,1,0.188350631
15,11,2022,15560357.51,12652668.25,P,2,0.186865197
16,11,2022,11981258.91,9540050.717,N,3,0.203752228
17,11,2022,12669105.36,10078738.69,N,4,0.204463267
18,11,2022,13780916.35,11210565.07,N,5,0.186515266
19,11,2022,4663238.41,3212772.979,N,6,0.311042521
20,11,2022,141609.8158,-88436.74162,N,7,1.624509969
21,11,2022,14055909.79,11695383.11,N,1,0.167938377
22,11,2022,11121889.13,8917583.531,N,2,0.19819525
23,11,2022,10227589.42,7912546.733,N,3,0.22635272
24,11,2022,11013980.07,8651923.495,N,4,0.214459855
25,11,2022,14874350.44,11908685.67,N,5,0.199381128
26,11,2022,425075.0833,-46394.3779,N,6,1.10914396
27,11,2022,115798.5397,-112632.3794,N,7,1.972658029
28,11,2022,15213425.66,12126615.62,N,1,0.202900393
29,11,2022,14242216.21,11163488.46,N,2,0.216169148
30,11,2022,18480217.86,13824542.72,P,3,0.251927503
1,12,2022,13855210.93,10041968.82,N,4,0.275220791
2,12,2022,13913870.94,11215074.75,N,5,0.19396444
3,12,2022,3811706.481,2121914.682,N,6,0.443316349
4,12,2022,134868.9767,-131557.362,N,7,1.97544569
5,12,2022,13190599.59,10514333.6,N,1,0.202891914
6,12,2022,12917815.32,10154394.67,N,2,0.21392322
7,12,2022,12098123.47,9403278.769,N,3,0.222748983
8,12,2022,11156728.37,8482850.612,N,4,0.23966504
9,12,2022,12105210.38,9295670.14,N,5,0.232093466
10,12,2022,408906.6464,-123279.9168,N,6,1.301486703
11,12,2022,117514.6454,-125168.6028,N,7,2.065131945
12,12,2022,14507434.41,11609278.25,N,1,0.199770413
13,12,2022,12266572.41,9714391.557,N,2,0.20805982
14,12,2022,12653278.85,10282294.54,N,3,0.187381021
15,12,2022,16552015.85,13486216.15,P,4,0.185222135
16,12,2022,14425014.5,11774482.98,N,5,0.183745502
17,12,2022,3654916.617,2203680.466,N,6,0.397064093
18,12,2022,136419.2417,-96539.84529,N,7,1.707670297
19,12,2022,14995932.04,12337291.89,N,1,0.177290758
20,12,2022,12386750.52,9871590.252,N,2,0.203052468
21,12,2022,12003179.5,9495363.983,N,3,0.208929268
22,12,2022,12429525.35,9885188.757,N,4,0.204701026
23,12,2022,14600174.28,11441013.6,N,5,0.216378286
24,12,2022,401321.7124,-98895.9011,N,6,1.246425494
25,12,2022,113940.4314,-106257.5747,N,7,1.932571287
26,12,2022,14481581.72,11648913.33,N,1,0.195604903
27,12,2022,15031847.6,12487788.45,N,2,0.169244608
28,12,2022,14161296.04,11522235.69,N,3,0.186357261
29,12,2022,16849345.08,13728884.36,N,4,0.185197745
30,12,2022,23230027.09,18293189.63,N,5,0.21251966
31,12,2022,8457851.412,5726980.919,P,6,0.322879932
1,1,2023,191263.0292,-188218.8651,N,7,1.984083887
2,1,2023,17784645.96,14612835.9,N,1,0.178345415
3,1,2023,13155031.1,10140598.45,N,2,0.229146752
4,1,2023,11228665.48,8795478.331,N,3,0.216694242
5,1,2023,11443403.28,8629055.379,N,4,0.245936268
6,1,2023,13610608.86,10593314.56,N,5,0.221686946
7,1,2023,4064712.85,1875793.163,N,6,0.538517668
8,1,2023,146920.1241,-137161.7056,N,7,1.93358011
9,1,2023,13044592.7,10301534.99,N,1,0.210283124
10,1,2023,11774343.42,9201612.474,N,2,0.218503135
11,1,2023,10803979.43,8160094.467,N,3,0.244713994
12,1,2023,12178738.88,9604649.014,N,4,0.211359312
13,1,2023,14621771.21,11614203.26,N,5,0.205691083
14,1,2023,349019.1424,-96586.74571,N,6,1.276737674
15,1,2023,117624.6051,-114530.846,P,7,1.973698028
16,1,2023,13547390.49,10963950.29,N,1,0.190696518
17,1,2023,11165064.4,8798374.602,N,2,0.211972785
18,1,2023,11872345.06,9435923.793,N,3,0.205218198
19,1,2023,12158191.82,9539401.545,N,4,0.215393071
20,1,2023,12842269.37,10022411.58,N,5,0.219576284
21,1,2023,3747254.081,2240311.786,N,6,0.402145748
22,1,2023,137180.9576,-119303.9305,N,7,1.869682881
23,1,2023,12523500.13,10244318.49,N,1,0.181992383
24,1,2023,10959707.84,8502066.269,N,2,0.224243347
25,1,2023,14784042.91,11868845.72,N,3,0.197185385
26,1,2023,210097.7794,-136600.4966,N,4,1.650175823
27,1,2023,17464869.34,14364331.15,N,5,0.177529996
28,1,2023,484171.5171,-67087.79957,N,6,1.138562053
29,1,2023,139008.1403,-136423.5411,N,7,1.981406851
30,1,2023,19760311.75,15917245.58,N,1,0.194484086
31,1,2023,22414673.6,17385915.84,P,2,0.224351148
1,2,2023,13863971.24,10245909.72,N,3,0.260968626
2,2,2023,13796966.95,11017138.23,N,4,0.201481146
3,2,2023,14106733.6,11327731.03,N,5,0.196998302
4,2,2023,4448967.229,2591862.114,N,6,0.417423869
5,2,2023,158635.6666,-119158.0856,N,7,1.751143095
6,2,2023,14488019.76,11451188.8,N,1,0.209609802
7,2,2023,11903669.49,8936759.843,N,2,0.249243281
8,2,2023,11519096.15,9065566.131,N,3,0.212996748
9,2,2023,12100795.76,9541827.217,N,4,0.211471096
10,2,2023,14806044.74,11741561.59,N,5,0.206975138
11,2,2023,434553.9702,-108298.457,N,6,1.249217507
12,2,2023,148277.8792,-92215.42486,N,7,1.621909521
13,2,2023,15148897.34,12036060.24,N,1,0.205482751
14,2,2023,13257117.5,10604730.07,N,2,0.20007271
15,2,2023,12063857.12,9200554.752,P,3,0.237345514
16,2,2023,12712582.94,10010779.16,N,4,0.212529884
17,2,2023,15822445.53,12391311.07,N,5,0.216852347
18,2,2023,1592636.69,698194.914,N,6,0.561610681
19,2,2023,134510.7615,-102160.4826,N,7,1.759496723
20,2,2023,14084131.88,11359520,N,1,0.193452596
21,2,2023,11821290.4,9060041.352,N,2,0.23358271
22,2,2023,11333329.74,8821531.931,N,3,0.221629289
23,2,2023,12500672.4,9910902.652,N,4,0.207170436
24,2,2023,15242445.96,12003169.64,N,5,0.212516832
25,2,2023,507750.2271,-65254.02476,N,6,1.128515993
26,2,2023,148669.9041,-110187.1527,N,7,1.741153049
27,2,2023,17067835.39,13081775.28,N,1,0.233542217
28,2,2023,21776070.65,16394565.82,P,2,0.247129287
1,3,2023,15670223.83,12005345.48,N,3,0.233875303
2,3,2023,14675008.77,11717828.42,N,4,0.201511318
3,3,2023,13973754.93,10987376.59,N,5,0.213713376
4,3,2023,4876290.481,2727220.583,N,6,0.440718186
5,3,2023,184264.549,-159341.784,N,7,1.864744656
6,3,2023,16264069.78,12736419.9,N,1,0.216898349
7,3,2023,2850173.695,983782.1933,N,2,0.654834302
8,3,2023,11477841.94,9682625.979,N,3,0.156407099
9,3,2023,12613447.79,9950707.095,N,4,0.211103319